Temperature (C),Humidity,Pressure (millibars)
8.811111111,0.78,1011.25
8.888888889,0.83,1011.19
9.933333333,0.78,1011.19
10.81666667,0.73,1011.04
9.955555556,0.78,1010.78
7.938888889,0.95,1010.92
7.927777778,0.95,1010.96
7.85,0.96,1011.06
7.8,0.96,1011.16
7.75,0.9,1011.11
7.8,0.9,1011.27
7.8,0.87,1011.46
7.683333333,0.88,1011.4
7.777777778,0.87,1011.57
7.777777778,0.87,1011.47
7.255555556,0.9,1011.29
7.2,0.9,1011.17
7.177777778,0.87,1010.49
6.7,0.9,1010.56
7.177777778,0.8,1010.61
7.161111111,0.86,1010.79
7.472222222,0.85,1010.99
7.666666667,0.84,1011.2
8.8,0.79,1011
8.888888889,0.84,1011.25
9.911111111,0.78,1011.41
9.933333333,0.83,1011.31
10.05555556,0.83,1011.24
10.97222222,0.78,1011.41
10.97222222,0.8,1011.61
10.97777778,0.82,1011.8
9.888888889,0.86,1012
8.85,0.93,1012.5
9.633333333,0.88,1012.87
8.822222222,0.89,1012.9
8.844444444,0.89,1013
8.2,0.9,1013.23
7.827777778,0.96,1013.28
7.827777778,0.93,1013.27
5.705555556,0.94,1013.36
5.788888889,0.93,1012.55
5.744444444,0.93,1012.23
6.605555556,0.9,1011.31
7.733333333,0.84,1010.56
7.755555556,0.84,1009.97
7.688888889,0.85,1009.93
8.822222222,0.84,1009.69
7.777777778,0.96,1010.63
8.894444444,0.9,1011.82
9.883333333,0.87,1011.07
11.03888889,0.81,1010.15
11.23333333,0.81,1010.77
12.8,0.77,1010.55
12.28888889,0.8,1010.64
11.18888889,0.81,1011.01
10.02222222,0.86,1011.64
8.883333333,0.89,1012.31
7.855555556,0.9,1012.1
7.244444444,0.93,1012.34
6.711111111,0.93,1012.27
6.833333333,0.9,1012.54
6.755555556,0.9,1012.9
6.688888889,0.94,1013.44
7.15,0.93,1012.95
7.111111111,0.9,1012.59
6.072222222,0.9,1012.7
6,0.94,1012.68
6.183333333,0.94,1013.19
6.205555556,0.93,1013.17
6.105555556,1,1013.28
7.177777778,0.94,1014.28
7.244444444,1,1014.7
7.744444444,0.96,1014.82
7.872222222,0.96,1014.83
7.894444444,0.96,1015.02
8.144444444,0.95,1015.08
8.955555556,0.89,1015.53
8.955555556,0.89,1016.02
8.455555556,0.93,1016.24
8.75,0.89,1016.93
8.838888889,0.89,1017.5
7.25,0.94,1017.72
6.205555556,0.87,1018.25
5.138888889,0.93,1018.84
5.311111111,0.9,1019.32
5.627777778,0.9,1019.63
1.038888889,0.96,1026.83
0.872222222,0.96,1026.74
0.072222222,0.96,1026.89
-0.366666667,0.96,1026.49
0.394444444,0.96,1026.13
1.627777778,0.96,1026
2.716666667,0.96,1025.73
2.383333333,0.93,1026.19
6.044444444,0.93,1026.4
7.688888889,0.77,1026.3
9.833333333,0.72,1026.26
12.06111111,0.62,1026.09
12.17222222,0.58,1025.5
12.11666667,0.57,1025.05
12.19444444,0.62,1024.29
12.15,0.58,1023.91
10.17777778,0.65,1024.01
7.216666667,0.8,1023.98
6.083333333,0.87,1024.2
6.05,0.87,1024.43
6.044444444,0.87,1024.48
5.394444444,0.9,1024.21
4.016666667,0.91,1024.14
2.827777778,0.93,1023.91
4.611111111,0.92,1019.84
5.205555556,0.9,1020.19
6.205555556,0.89,1020.03
6.666666667,0.89,1020.05
6.544444444,0.9,1020.14
7.177777778,0.93,1020.36
7.2,0.86,1020.57
6.972222222,0.88,1020.83
7.15,0.93,1021.38
7.733333333,0.89,1022.15
8.777777778,0.84,1022.44
7.872222222,0.89,1022.66
8.938888889,0.83,1022.74
8.994444444,0.82,1022.62
9.955555556,0.83,1022.72
9.955555556,0.83,1022.82
8.872222222,0.82,1022.8
7.8,0.89,1022.93
7.755555556,0.83,1023.14
7.583333333,0.84,1023.68
7.477777778,0.84,1023.55
6.855555556,0.84,1024.04
5.811111111,0.85,1024.1
4.216666667,0.9,1024.24
3.8,0.93,1024.35
3.388888889,0.93,1024.27
3.755555556,0.93,1024.34
4.311111111,0.9,1024.15
4.222222222,0.93,1024.36
3.8,1,1024.32
3.761111111,1,1024.34
4.677777778,0.94,1025.11
4.755555556,0.93,1025.33
5.888888889,0.93,1025.36
5.872222222,0.81,1025.76
7.127777778,0.74,1025.63
7.194444444,0.79,1025.52
6.233333333,0.8,1025.48
7.216666667,0.74,1025.21
6.177777778,0.86,1025.6
6.066666667,0.81,1025.59
5.066666667,0.86,1025.89
5.044444444,0.86,1026.08
3.338888889,0.95,1026.11
2.45,0.92,1026.2
1.894444444,0.93,1026.5
2.972222222,0.96,1026.55
2.938888889,0.96,1026.61
3.4,0.96,1026.41
3.205555556,0.96,1026.6
3.938888889,0.92,1026.7
3.938888889,0.92,1026.51
3.816666667,0.93,1026.59
3.938888889,0.92,1026.51
3.938888889,0.92,1026.59
3.916666667,0.93,1026.64
3.961111111,1,1027.09
5.05,0.93,1027.4
6.016666667,0.87,1028.03
7.222222222,0.79,1028.19
7.266666667,0.73,1027.91
7.777777778,0.76,1027.73
7.755555556,0.63,1027.6
7.755555556,0.59,1027.7
7.255555556,0.65,1027.91
7.15,0.66,1028.2
6.111111111,0.71,1028.31
7.016666667,0.63,1028.43
7.083333333,0.67,1028.72
6,0.8,1028.91
5.494444444,0.79,1029.01
5.422222222,0.87,1029.31
5.444444444,0.8,1029.22
4.805555556,0.87,1029.14
4.977777778,0.83,1029.62
4.466666667,0.92,1029.71
4.4,0.9,1029.69
3.911111111,0.92,1029.81
3.861111111,0.92,1029.8
3.555555556,0.92,1029.77
4.883333333,0.93,1030.53
6.133333333,0.86,1030.73
7.222222222,0.78,1031.28
7.822222222,0.63,1031.31
7.777777778,0.59,1031.11
7.827777778,0.54,1030.77
7.8,0.59,1030.33
7.266666667,0.6,1030.5
7.133333333,0.61,1030.46
6.088888889,0.66,1030.58
7.083333333,0.62,1030.51
5.933333333,0.72,1030.37
5.972222222,0.71,1030.62
5.466666667,0.8,1030.73
5.416666667,0.77,1030.82
5.488888889,0.77,1030.71
4.466666667,0.82,1030.05
4.7,0.8,1029.88
3.377777778,0.89,1030.11
2.8,0.89,1029.7
1.333333333,0.92,1029.26
1.25,0.92,1029.21
1.155555556,0.92,1029.03
0.261111111,0.99,1029.04
1.088888889,0.93,1029.41
4.905555556,0.82,1029.2
6.972222222,0.64,1028.95
7.705555556,0.54,1028.72
7.755555556,0.54,1028.23
7.305555556,0.6,1027.9
7.266666667,0.6,1027.7
7.755555556,0.63,1027.68
6.15,0.69,1027.67
7.122222222,0.66,1028.9
5.811111111,0.67,1028.61
4.783333333,0.73,1028.91
2.688888889,0.83,1029
2.661111111,0.83,1029.29
2.727777778,0.81,1029.33
1.266666667,0.86,1029.85
0.761111111,0.89,1029.98
1.327777778,0.86,1029.81
0.761111111,0.89,1030.52
1.761111111,0.86,1029.59
1.727777778,0.86,1029.56
2.266666667,0.8,1029.89
2.244444444,0.8,1029.89
2.277777778,0.82,1029.84
2.266666667,0.8,1029.59
2.777777778,0.83,1029.31
3.905555556,0.72,1029.65
3.911111111,0.82,1029.21
4.994444444,0.76,1028.69
5.083333333,0.69,1028.13
4.972222222,0.71,1027.8
4.972222222,0.76,1027.51
4.95,0.76,1027.47
3.861111111,0.82,1027.52
3.838888889,0.83,1027.63
3.805555556,0.84,1027.53
2.711111111,0.89,1027.62
3.238888889,0.86,1027.63
2.838888889,0.87,1027.64
2.705555556,0.86,1027.72
1.133333333,0.93,1027.52
1.738888889,0.93,1027.23
1.622222222,0.93,1026.94
1.161111111,0.92,1026.63
-0.111111111,0.93,1026.62
-0.944444444,0.93,1026.51
0.072222222,0.93,1026.4
0.355555556,0.99,1026.46
1.138888889,1,1026.5
2.222222222,1,1026.51
2.916666667,0.94,1026.61
2.894444444,0.89,1026.3
2.933333333,0.95,1025.9
4.022222222,0.76,1025.42
3.883333333,0.82,1024.99
3.838888889,0.83,1024.79
2.966666667,0.87,1024.62
2.755555556,0.89,1024.61
2.755555556,0.89,1024.51
2.777777778,0.9,1024.54
2.194444444,0.92,1024.41
2.194444444,0.89,1024.6
1.827777778,0.9,1024.73
1.083333333,0.96,1024.71
1.061111111,0.92,1024.41
0.722222222,0.95,1024.13
0.883333333,0.93,1023.91
0.883333333,0.93,1023.52
0.8,0.92,1023.26
0.861111111,0.93,1023.02
0.933333333,0.93,1022.82
-0.3,0.93,1022.93
-0.066666667,0.93,1023.01
-0.044444444,0.93,1023.1
0.977777778,0.81,1022.85
2.711111111,0.77,1022.31
4.788888889,0.66,1021.72
3.777777778,0.66,1021.04
3.772222222,0.65,1020.64
2.733333333,0.76,1020.62
2.494444444,0.77,1020.63
2.194444444,0.79,1020.5
2.194444444,0.85,1020.4
2.311111111,0.85,1020.42
2.15,0.85,1020.6
1.638888889,0.89,1020.67
1.75,0.88,1020.42
1.616666667,0.89,1020.43
1.594444444,0.89,1020.49
1.605555556,0.9,1020.35
1.572222222,0.92,1019.81
1.572222222,0.93,1019.62
1.583333333,0.93,1019.53
1.061111111,0.93,1019.5
1.061111111,0.93,1019.4
1.288888889,0.93,1019.76
2.15,0.93,1019.91
2.15,0.93,1020.12
2.311111111,0.93,1020.42
2.727777778,0.9,1020.1
2.75,0.96,1020.01
3.011111111,0.96,1019.63
2.8,0.96,1019.42
3.816666667,0.9,1019.52
3.033333333,0.96,1019.7
2.777777778,1,1019.92
3.794444444,0.93,1020.13
3.838888889,0.93,1020.39
3.744444444,0.93,1020.34
3.238888889,0.96,1020.46
3.766666667,0.93,1020.82
3.238888889,0.96,1021.04
3.216666667,0.96,1020.94
3.272222222,0.96,1020.91
2.755555556,0.96,1020.83
2.755555556,0.96,1020.63
2.738888889,0.96,1020.43
2.755555556,0.96,1020.41
2.755555556,0.96,1020.14
2.755555556,0.99,1019.96
2.755555556,0.96,1020.52
2.755555556,1,1020.23
3.905555556,0.93,1020.05
3.838888889,1,1019.66
4.877777778,0.93,1019.44
5.027777778,0.93,1018.93
4.877777778,0.93,1018.65
4.811111111,0.93,1018.64
5.027777778,0.93,1018.54
4.788888889,0.93,1018.66
4.788888889,0.93,1018.68
4.027777778,0.93,1018.76
2.727777778,1,1018.96
3.216666667,0.96,1019.26
3.333333333,0.93,1019.35
2.733333333,0.96,1019.44
2.777777778,0.93,1023.71
2.444444444,0.96,1023.55
1.205555556,0.96,1023.5
2.733333333,0.96,1022.99
2.788888889,0.93,1022.56
2.711111111,0.96,1022.37
2.616666667,0.96,1022.11
3.477777778,0.91,1022.21
5.788888889,0.81,1022.42
7.594444444,0.78,1022.3
9.666666667,0.72,1022.2
11.01666667,0.67,1021.69
12.15,0.66,1020.98
13.74444444,0.59,1019.97
13.79444444,0.59,1019.19
12.75555556,0.64,1018.89
12.15555556,0.65,1018.48
8.933333333,0.77,1018.49
7.805555556,0.83,1018.85
7.755555556,0.84,1018.84
6.161111111,0.87,1018.75
6.577777778,0.83,1018.64
6.038888889,0.84,1018.47
5.488888889,0.87,1018.24
2.733333333,0.92,1019.33
2.833333333,0.95,1019.47
2.733333333,0.96,1019.54
2.733333333,0.96,1019.54
3.166666667,0.96,1019.16
3.194444444,0.96,1019.24
3.7,0.93,1019.15
3.6,0.93,1019.33
3.7,0.93,1019.46
3.722222222,0.93,1019.83
3.7,0.93,1019.96
3.722222222,0.93,1019.56
3.744444444,0.93,1019.13
3.9,0.93,1018.66
3.766666667,1,1018.52
3.766666667,1,1018.32
4.772222222,0.88,1018.11
4.788888889,0.87,1017.82
4.811111111,0.87,1017.94
4.772222222,0.93,1018.12
4.788888889,0.87,1018.09
4.277777778,0.93,1017.63
4.3,0.93,1017.55
4.788888889,0.94,1017.31
5.511111111,0.87,1018.13
4.738888889,0.88,1018.03
4.377777778,0.9,1017.85
3.866666667,0.9,1017.45
3.755555556,0.9,1017.51
3.794444444,0.9,1017.14
3.794444444,0.9,1017.03
3.672222222,0.93,1017.23
6.044444444,0.87,1017.21
7.805555556,0.83,1017.1
11.15,0.72,1016.69
13.86666667,0.64,1016.21
15.09444444,0.62,1015.33
16.25555556,0.54,1014.78
17.26666667,0.52,1014.02
16.17777778,0.58,1013.81
13.4,0.65,1013.59
12.28888889,0.66,1013.51
12.08333333,0.67,1013.63
10.18333333,0.76,1013.8
9.972222222,0.77,1013.82
9.394444444,0.78,1014.01
8.888888889,0.81,1014.12
8.288888889,0.83,1014.01
7.777777778,0.86,1013.61
7.794444444,0.87,1013.35
7.683333333,0.84,1013.13
7.616666667,0.84,1012.94
7.577777778,0.85,1012.93
7.572222222,0.84,1012.74
7.066666667,0.87,1012.82
7.555555556,0.85,1012.92
9.822222222,0.78,1013.43
12.15,0.72,1013.24
14.92777778,0.62,1013.37
16.15555556,0.58,1013.13
17.86666667,0.56,1012.71
18.97777778,0.5,1012.38
18.97777778,0.52,1012.11
17.88888889,0.6,1011.91
16.38888889,0.6,1011.81
14.99444444,0.67,1012.1
12.89444444,0.72,1012.42
12.85555556,0.72,1012.68
12.26666667,0.73,1012.82
11.71111111,0.74,1013.11
11.71666667,0.75,1013.25
11.08333333,0.78,1013.52
11.08333333,0.78,1013.52
12.16111111,0.76,1013.58
12.67777778,0.73,1013.53
12.65555556,0.73,1013.54
12.1,0.76,1013.99
11.15555556,0.8,1014.04
12.15,0.75,1013.91
11.93888889,0.77,1014.4
12.22222222,0.74,1014.92
13.86111111,0.72,1015.05
15.9,0.64,1015.5
16.03888889,0.67,1015.67
17.12777778,0.64,1015.46
17.26111111,0.63,1015.12
17.28888889,0.63,1014.85
17.21666667,0.67,1014.87
16.17777778,0.71,1015.11
14.92777778,0.78,1015.27
14.88333333,0.73,1015.47
14.9,0.74,1015.42
13.84444444,0.78,1015.29
13.31111111,0.81,1015.94
13.12222222,0.83,1015.93
13.37777778,0.8,1015.75
13.33333333,0.77,1015.57
13.05,0.8,1015.3
13.28888889,0.78,1015.05
13.31111111,0.8,1014.74
13.75,0.78,1014.75
13.81666667,0.78,1014.46
13.79444444,0.78,1014.07
13.69444444,0.8,1014.38
14.86111111,0.79,1014.66
17.01666667,0.68,1014.56
17.27777778,0.71,1014.5
18.72222222,0.66,1014.04
21.08333333,0.57,1013.16
22.18888889,0.53,1012.73
21.22777778,0.57,1012.14
21.17777778,0.57,1011.95
20.02222222,0.6,1012.02
18.86666667,0.65,1012.35
18.79444444,0.66,1012.85
17.66111111,0.7,1013.21
17.22222222,0.72,1013.44
16.13333333,0.75,1013.65
16.73333333,0.68,1013.61
15.6,0.72,1013.37
15.09444444,0.73,1013.57
14.11111111,0.76,1013.58
12.91666667,0.78,1013.66
11.78333333,0.84,1013.56
12.23888889,0.82,1013.52
11.11111111,0.87,1013.51
11.11111111,0.87,1013.39
12.12777778,0.82,1014
12.63888889,0.84,1014.43
13.79444444,0.78,1014.55
16.07777778,0.69,1014.43
15.97222222,0.73,1014.61
16.09444444,0.68,1014.1
17.23333333,0.68,1014.2
17.06666667,0.73,1013.75
16.01666667,0.79,1013.74
16.00555556,0.79,1013.69
13.81666667,0.84,1013.87
12.77777778,0.96,1014.16
13.03333333,0.95,1014.15
12.24444444,0.93,1014.33
12.22222222,0.93,1014.62
12.31666667,0.93,1014.63
11.64444444,0.93,1014.34
11.62222222,0.93,1014.41
11.23888889,0.96,1014.08
12.04444444,0.87,1013.94
11.48333333,0.87,1013.85
10.43333333,0.93,1014.03
10,0.96,1014.4
9.955555556,1,1014.7
9.866666667,0.94,1015.01
9.005555556,1,1015.78
10.02222222,0.94,1016.37
10.31666667,0.99,1016.86
11.17777778,1,1016.77
12.77777778,0.9,1016.38
13.1,0.89,1016.49
13.88888889,0.83,1016.38
14.90555556,0.79,1016.29
13.19444444,0.88,1016.52
11.21111111,0.93,1016.88
10.07222222,0.93,1017.3
9.205555556,0.93,1017.5
7.777777778,0.96,1017.81
7.755555556,0.96,1018.3
7.505555556,0.96,1018.2
7.244444444,0.96,1018.22
10.07222222,0.93,1025.01
8.961111111,0.96,1024.82
9.25,0.96,1024.87
8.888888889,0.96,1024.63
8.355555556,0.96,1024.53
8.538888889,0.96,1024.55
7.9,0.96,1024.32
8.938888889,0.93,1024.43
13.44444444,0.91,1024.47
16.05,0.81,1024.53
18.77777778,0.66,1024.82
21.99444444,0.53,1024.72
22.15555556,0.44,1024.52
22.17777778,0.47,1024.22
22.35555556,0.45,1023.82
22.26666667,0.46,1023.31
22.73333333,0.44,1022.91
22.13333333,0.46,1022.98
19.90555556,0.61,1023.13
18.77222222,0.66,1023.33
17.3,0.71,1023.52
17.13333333,0.73,1023.63
16.13888889,0.78,1023.56
16.11111111,0.81,1023.66
13.91111111,0.86,1019.24
13.26666667,0.87,1019.26
12.77222222,0.91,1019.5
12.17777778,0.9,1019.43
12.17777778,0.9,1019.15
12.04444444,0.91,1019.11
12.2,0.93,1019.05
12.2,0.93,1019.05
13.61111111,0.91,1019.44
15.95555556,0.82,1019.85
17.75555556,0.78,1020.04
20.06111111,0.67,1020.02
22.26666667,0.59,1019.74
23.95555556,0.57,1019.23
25.07222222,0.48,1018.62
26.15555556,0.47,1018.15
25.08888889,0.47,1017.75
24.08333333,0.48,1017.82
21.2,0.63,1018.04
20.02222222,0.66,1018.24
18.03333333,0.76,1018.43
17.64444444,0.78,1018.75
17.50555556,0.76,1018.87
16.42777778,0.8,1019.02
15.44444444,0.85,1019.06
14.35555556,0.88,1018.76
13.75,0.91,1018.9
13.24444444,0.87,1018.57
12.71111111,0.9,1018.46
12.18888889,0.94,1018.4
12.15555556,0.93,1018.17
12.15555556,0.94,1018.08
12.7,0.91,1018.31
16,0.79,1018.37
17.75555556,0.73,1018.35
20.07777778,0.63,1017.91
22.2,0.59,1017.76
23.83888889,0.54,1017.26
24.13333333,0.52,1016.67
24.99444444,0.47,1016.06
25.01666667,0.5,1015.66
23.14444444,0.54,1015.26
19.13888889,0.68,1015.25
17.36111111,0.75,1015.36
17.47777778,0.75,1015.32
16.11666667,0.81,1015.57
17.04444444,0.76,1015.69
15.97777778,0.82,1016.14
15.4,0.82,1016.19
14.31111111,0.88,1016.08
13.74444444,0.88,1016.34
13.28888889,0.9,1016.26
12.77777778,0.9,1016.36
12.23333333,0.94,1016.35
12.17777778,0.93,1016.38
11.16111111,1,1016.48
12.66111111,0.91,1016.75
14.97777778,0.84,1016.88
17.31111111,0.75,1017.15
20.07777778,0.68,1017.01
22.26666667,0.59,1016.68
23.86111111,0.58,1016.09
25.9,0.47,1015.55
26.06111111,0.48,1015.2
26.01666667,0.45,1014.91
24.92222222,0.5,1014.88
20.08888889,0.68,1014.92
17.21666667,0.87,1015.4
15.58888889,0.86,1015.48
14.97777778,0.93,1015.81
15.39444444,0.88,1016.01
14.03333333,0.93,1016.08
13.24444444,0.96,1016.1
12.68888889,0.93,1015.9
12.81111111,0.96,1016.07
11.68888889,0.96,1015.79
12.63888889,1,1015.39
11.77222222,0.99,1015.41
12.15,0.94,1015.09
12.17222222,0.93,1015.15
13.75555556,0.94,1015.21
16.06666667,0.88,1015.28
18.91111111,0.78,1015.37
22.09444444,0.68,1015.28
23.91111111,0.62,1014.93
25.04444444,0.54,1014.32
26.08888889,0.49,1013.33
26.15555556,0.47,1012.65
26.15555556,0.47,1012.14
24.15,0.56,1011.77
21.25,0.67,1011.75
20.04444444,0.73,1011.78
19.07777778,0.73,1012.04
17.17777778,0.81,1012.17
16.68888889,0.81,1012.35
15.92777778,0.86,1012.11
17.01666667,0.79,1011.88
16.57222222,0.82,1011.87
17.02777778,0.83,1011.94
15.88333333,0.88,1011.98
14.88888889,0.9,1011.85
15.02222222,0.93,1011.57
14.88333333,0.88,1010.83
12.75555556,0.96,1011.77
15.09444444,0.93,1012.18
17.78888889,0.84,1012.16
21.16111111,0.72,1012.34
24.67777778,0.54,1012.57
27.06111111,0.42,1012.46
27.08333333,0.4,1011.86
26.96666667,0.41,1011.49
27.58888889,0.41,1011
26.03888889,0.45,1011.08
24.1,0.49,1011.06
22.10555556,0.6,1011.08
20.87777778,0.64,1011.2
19.12777778,0.71,1011.72
17.10555556,0.82,1011.61
17.05555556,0.82,1011.73
17.22222222,0.87,1011.89
16.96111111,0.85,1011.72
16.42777778,0.94,1011.71
15.53333333,0.95,1011.67
14.87777778,0.96,1011.12
14.81111111,0.96,1010.84
15.10555556,0.96,1011.13
14.88333333,0.93,1011.01
14.92777778,0.93,1010.21
16.87777778,0.83,1009.79
17.03888889,0.88,1009.81
16.97222222,0.94,1009.44
17.20555556,0.88,1010.78
17.08333333,0.94,1010.75
17.12777778,0.94,1009.79
17.34444444,0.92,1009.84
17.17777778,0.93,1009.75
17.17777778,0.88,1009.6
17.18333333,0.88,1009.92
15.07222222,0.99,1009.67
16.06666667,0.88,1010.07
15.18333333,0.93,1010.45
14.95555556,0.93,1010.18
14.46666667,0.96,1010.09
14.70555556,0.94,1010.16
13.91666667,0.96,1009.98
13.93888889,0.96,1009.88
14.6,0.96,1010
14.42222222,0.96,1009.79
14.42222222,0.96,1009.6
14.26666667,0.96,1009.5
14.97222222,0.94,1009.71
14.92777778,1,1009.81
15.14444444,1,1010.64
16.01666667,0.93,1010.7
16.11111111,0.93,1011.19
16.28333333,0.99,1011.21
16.13888889,0.99,1011.22
17.2,0.93,1011.01
17.77222222,0.96,1010.83
19.90555556,0.78,1011.02
19.95555556,0.77,1010.8
18.02777778,0.83,1010.95
15.11666667,0.93,1011.51
14.00555556,0.93,1012.47
14.22777778,0.93,1012.18
12.89444444,0.96,1012.88
12.89444444,0.96,1013.35
13.67222222,0.96,1013.24
12.89444444,0.96,1012.97
12.89444444,0.96,1013.16
14.20555556,0.96,1012.92
13.96111111,0.96,1012.48
14.48888889,0.96,1012.17
15.15555556,0.96,1011.71
14.97777778,0.93,1011.4
14.97777778,1,1010.99
16.09444444,0.94,1011.31
16.06666667,0.93,1011.22
17.10555556,0.88,1011.6
17.25555556,0.93,1011.77
17.12777778,0.94,1011.87
17.17222222,0.93,1011.08
17.26666667,0.99,1010.69
17.75,0.97,1010.1
17.65,0.97,1009.74
17.87222222,0.96,1010.03
13.88333333,0.93,1011.36
12.8,0.96,1013.8
12.88888889,0.96,1015.38
12.26666667,0.93,1016.07
12.24444444,0.93,1017.33
12.18888889,0.93,1017.85
11.67222222,0.93,1018.93
11.18333333,0.96,1019.52
11.22222222,0.96,1020.07
10.57777778,0.93,1020.13
10.65,0.96,1020.06
10.65555556,0.94,1020.57
10.02777778,0.93,1021.15
10.07222222,1,1021.54
12.11111111,0.93,1022.06
14.88333333,0.84,1022.47
16.06666667,0.81,1023.33
17.59444444,0.73,1023.9
18.81666667,0.68,1024.24
19.92777778,0.63,1024.24
18.97222222,0.63,1024.26
19.90555556,0.57,1024.61
17.86666667,0.64,1024.72
17.36111111,0.7,1025.16
14.04444444,0.89,1025.7
12.75555556,0.96,1026.5
12.38333333,0.93,1026.94
10.99444444,0.93,1027.51
8.983333333,1,1028.01
8.427777778,0.99,1028.53
8.311111111,0.96,1028.88
8.772222222,0.96,1028.8
7.677777778,0.96,1028.78
6.761111111,1,1028.7
7.272222222,1,1028.21
6.416666667,0.94,1028.13
5.138888889,1,1028.1
5.138888889,1,1028.38
7.738888889,0.97,1028.7
10,0.94,1028.68
11.29444444,1,1028.86
15.23333333,0.84,1028.48
16.80555556,0.74,1028.15
18.93333333,0.61,1027.46
18.96111111,0.55,1026.95
18.95555556,0.56,1026.17
18.95555556,0.56,1025.65
17.45555556,0.61,1025.24
14.04444444,0.77,1024.92
12.82777778,0.83,1024.75
11.56111111,0.85,1024.33
9.072222222,0.93,1024.35
9.05,0.93,1024.08
8.066666667,0.95,1024.18
16.08888889,0.84,1023.58
15.07222222,0.87,1023.86
15.51111111,0.88,1023.93
15.55555556,0.87,1023.66
15.48888889,0.87,1023.66
15.41666667,0.91,1023.62
14.95555556,0.93,1023.87
14.90555556,0.93,1024.09
14.91666667,0.94,1024.66
16.03888889,0.88,1025.07
16.11111111,0.87,1025.37
16.26666667,0.86,1025.35
16.27222222,0.86,1025.33
17.28888889,0.86,1025.25
17.35,0.85,1025.11
17.33888889,0.83,1025.12
17.28888889,0.86,1024.92
17.26111111,0.86,1024.92
16.20555556,0.92,1024.93
16.08888889,0.87,1025.4
15.03333333,0.93,1025.36
14.97777778,0.93,1025.64
14.46666667,0.96,1025.82
14.45555556,0.96,1025.78
9.444444444,0.93,1023.49
7.85,0.93,1023
8.527777778,0.96,1022.62
7.777777778,0.96,1022.19
7.755555556,0.96,1021.87
7.772222222,0.97,1021.45
7.222222222,1,1021.07
7.266666667,0.93,1020.68
8.944444444,0.94,1020.92
12.15555556,0.93,1020.77
15.07222222,0.83,1020.56
17.74444444,0.73,1020.18
20.97222222,0.64,1020.08
22.61111111,0.54,1019.11
23.56666667,0.51,1018.4
24.83333333,0.48,1017.69
23.86111111,0.5,1017
22.15555556,0.58,1016.91
17.82222222,0.78,1016.78
16.18333333,0.87,1016.98
15.27777778,0.92,1016.82
14.01111111,0.93,1016.47
13.98888889,0.93,1016.07
13.68333333,0.93,1015.62
12.87777778,0.93,1014.96
11.76666667,0.93,1014.57
11.41666667,0.96,1014.48
11.69444444,0.93,1014.29
10.60555556,0.96,1013.6
10.88888889,0.99,1012.98
10.09444444,1,1012.41
11.13888889,0.94,1012.23
12.35,0.94,1012.43
13.85,1,1012.82
15.99444444,0.88,1012.84
16.15,0.87,1012.6
17.17222222,0.81,1012.5
17.75,0.78,1011.83
18.01111111,0.77,1011.18
17.89444444,0.77,1011.39
17.84444444,0.77,1010.62
17.41111111,0.79,1010.61
16.08333333,0.86,1010.29
13.98333333,0.92,1010.2
14.03888889,0.93,1009.95
13.83888889,0.93,1009.48
13.33333333,0.96,1009.05
14.45,0.93,1007.95
14.35,0.93,1006.88
13.83888889,0.93,1006.16
13.92222222,0.93,1005.04
13.83888889,0.91,1003.6
14.35,0.91,1002.04
14.28333333,0.93,1000.94
9.955555556,0.93,1000.05
8.916666667,1,1002.06
9.016666667,0.93,1002.12
9.861111111,0.87,1002.18
8.844444444,0.93,1002.3
7.961111111,0.95,1003.08
8.894444444,0.89,1003.24
8.916666667,0.84,1002.55
8.072222222,0.95,1003.26
9.977777778,0.77,1003.03
8.961111111,0.83,1003.79
8.855555556,0.83,1004.23
8.866666667,0.77,1004.5
8.866666667,0.77,1005.3
7.916666667,0.83,1005.28
7.85,0.83,1005.42
8.288888889,0.8,1005.9
7.827777778,0.83,1005.48
7.777777778,0.79,1005.32
7.777777778,0.79,1004.93
7.361111111,0.83,1005.28
7.266666667,0.83,1005.12
7.266666667,0.86,1004.75
7.311111111,0.86,1004.79
7.755555556,0.89,1004.53
7.244444444,0.93,1004.35
7.727777778,0.89,1004.63
7.755555556,0.89,1005.52
7.777777778,0.89,1005.63
8.738888889,0.85,1005.53
7.827777778,0.96,1006.04
7.85,0.96,1006.73
7.877777778,0.96,1005.56
7.8,0.96,1006.14
7.85,0.96,1006.25
7.838888889,0.97,1005.84
7.827777778,1,1006.34
7.922222222,1,1005.8
8.872222222,0.93,1005.86
8.938888889,0.99,1005.82
10.51111111,0.96,1006.1
9.855555556,0.96,1007.1
9.422222222,0.93,1007.32
8.838888889,0.93,1007.62
8.311111111,0.94,1008.38
7.777777778,0.93,1008.9
7.755555556,0.93,1009.39
7.688888889,0.94,1009.88
7.733333333,0.96,1010.5
7.683333333,0.96,1011.2
7.738888889,0.96,1012.28
7.733333333,0.96,1013.56
7.733333333,0.96,1014.46
7.866666667,0.95,1015.34
7.705555556,1,1016.16
8.722222222,0.93,1016.55
8.9,0.92,1016.92
8.772222222,0.93,1017.26
8.722222222,0.93,1017.57
8.855555556,0.93,1018.15
8.7,0.94,1018.39
7.683333333,0.96,1019.53
7.872222222,0.96,1019.84
7.172222222,1,1020.36
7.172222222,0.96,1021.25
7.155555556,0.96,1021.64
7.105555556,0.96,1022.06
